# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# ORDERS=3,9,27,81,243,729
# EXPECTED_TOTALS=1,2,5,15,67,504
# TOTAL_GROUPS=594
# NEXT_ORDER=2187
# NEXT_ORDER_TOTAL=9310
# NEXT_ORDER_SCANNED=false
# CLIQUE_CUTOFF=8
# TARGET_CLIQUE=9
# SCOPE=finite_SmallGroups_orders_3_through_729_only_order_2187_not_scanned
group_order	group_id	structure	center_order	coset_count	pc_relative_orders	status	witness_vertices	witness_exponents	witness_forward_products	witness_reverse_products	is_ac	centralizer_indices	adjacency_masks
729	424	(C9 : C3) : (C9 x C3)	9	81	3,3,3,3,3,3	candidate					false	1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3	0,1423565647909878595497364,1780128796113884984047146,2417500849297492745331076,2413715532275948242137186,1423565647909878595497364,2398962170545072928296208,1780128796113884984047146,792974713596033625663082,2417500849297492745331076,604227656395509906010598,2413715532275948242137186,1013526249935330766466196,1765131785293398032932798,1013526249935330766466196,1187645710685530360536566,2266735875701907390092872,2001636779280989396268974,2266735875701907390092872,1818110879718820928803302,1818110879718820928803302,2035339352973375969417918,2398962170545072928296208,2359686649041411903126492,2410393361795678225137342,1807316831690134766727034,1203566745034512507535324,1619527207184993707982194,792974713596033625663082,1661239372277517987448814,604227656395509906010598,2410393361795678225137342,1203566745034512507535324,1765131785293398032932798,2359686649041411903126492,2034041437920007040797694,442562605848118532045758,1187645710685530360536566,2221539287256492790185462,2035339352973375969417918,2358152095898831377398586,442562605848118532045758,659643450563657887874874,1869369966386201137164286,2028825796723548945874166,2221539287256492790185462,2001636779280989396268974,1054121607607615666247598,1054121607607615666247598,1175190615140028691347404,2254301201854877960973178,2358152095898831377398586,2028825796723548945874166,1792167758930688685890806,2254301201854877960973178,2034041437920007040797694,1159311929975347112939262,2369328679695747501252440,821350006204016541695346,1175190615140028691347404,1394127577441556154513356,2380954498216019426781166,2256898416641291593972444,547599883459411050441470,1619527207184993707982194,821350006204016541695346,2256898416641291593972444,218528191738218230569816,1792167758930688685890806,1661239372277517987448814,2380954498216019426781166,1394127577441556154513356,1807316831690134766727034,2369328679695747501252440,659643450563657887874874,1159311929975347112939262,1263047084940876136709852,1869369966386201137164286,1263047084940876136709852,218528191738218230569816,547599883459411050441470
729	425	C3 x ((C3 x C3) : ((C3 x C3) : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	426	C3 x ((C3 x C3) : (C9 : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	427	C3 x (C9 : ((C3 x C3) : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	428	C3 x (((C9 x C3) : C3) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	429	(C3 x C3) : ((C9 x C3) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	430	C3 x (C9 : (C9 : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	431	C3 x ((C9 : C9) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	432	(C9 x C3) : (C9 : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	433	C3 x (C9 : (C9 : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	434	C3 x ((C9 : C9) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	435	C3 x ((C9 : C9) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	436	C3 x ((C9 : C9) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	437	((C9 : C9) : C3) : C3	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	438	C3 x (C9 : (C9 : C3))	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	439	C9 : ((C9 x C3) : C3)	27	27	3,3,3,3,3,3	candidate					true	1,9,3,3,9,3,3,3,9,9,3,3,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,134217708,134210322,134210322,134217708,134210322,134210322,134210322,134209278,134184446,134210322,134210322,134210322,134209278,134070270,134184446,133627902,134070270,129761278,133627902,116391934,123731966,129761278,123731966,116391934,33554430,33554430
729	440	(C3 x C3 x C3) : ((C3 x C3) : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	441	((C9 x C3) : C3) : (C3 x C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	442	(C9 x C3) : ((C3 x C3) : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	443	(C3 x C3 x C3) : (C9 : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	444	(C9 x C3) : (C9 : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	445	(C9 x C3) : (C9 : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	446	(C9 : C9) : (C3 x C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	447	(C9 x C3) : (C9 : C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
729	448	((C9 x C3) : C3) : (C3 x C3)	9	81	3,3,3,3,3,3	candidate					false	1,9,3,9,3,9,3,3,9,9,3,9,9,9,3,9,3,9,9,9,9,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9	0,2417851639229258263871452,2111312459598338952440618,2417851639229258340628710,2417847602025421036075042,2417851639229258263871452,2111312459598338952440618,306547828556284297132842,2417851639229258340628710,2417851639229258340628710,2417847602025421036075042,2417851639194071661975550,2415490446822294060789690,2417851639194071661975550,2417847027507730756047624,2417851062482083262725102,2417847027507730756047624,2417851639229258340628710,2417851639229258340628710,2417851639229258263871452,2417851639229258263871452,306547828556284297132842,2417851062482083262725102,2417851639229258340628710,2417851639229258263871452,2417851639194071661975550,2417851639229258263871452,2417851639194071661975550,2417847027542917530959870,2415490446822294060789690,1123628075017726412717950,2417851639194071661975550,2417847027542917530959870,2417847027542917530959870,2114873091190461200072634,2417847027542917530959870,1123628075017726412717950,2114873091190461200072634,2417847027542917530959870,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417851062482083262725102,1662235946343585015660414,2415490446822294060789690,2417851639194071661975550,2356387085653489563467646,2415490446822294060789690,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2356387085653489563467646,2416652200044100392583098,2415490446822294060789690,1662235946343585015660414,2416652200044100392583098,2416652200044100392583098,1662235946343585015660414,2416652200044100392583098,2417851062482083262725102,2417848178772596133723118,2417848178772596133723118,2417847027542917530959870,2114873091190461200072634,2416652200044100392583098,1662235946343585015660414,2356387085653489563467646,2114873091190461200072634,1123628075017726412717950,2114873091190461200072634,2416652200044100392583098,2415490446822294060789690,2356387085653489563467646,1123628075017726412717950,2356387085653489563467646,2356387085653489563467646,1123628075017726412717950,1662235946343585015660414,2114873091190461200072634,1662235946343585015660414,1123628075017726412717950
