# GAP_VERSION=4.16.0
# SMALLGRP_VERSION=1.5.4
# MAX_Q_ORDER=16
q_order	q_id	structure	cover_order	exterior_order	all_exterior_subgroups	normal_kernel_count	kernel_serial	kernel_order	kernel_index	adjacency
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2176	16	4	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,12,13;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,9,10,11,13,14,15;4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,6,7,8,9,10,11,13,14,15;2,3,4,5,6,7,8,10,11,12,15,16;2,5,6,7,10,11,12,15;2,4,5,6,7,8,9,10,12,13,14,16;2,4,6,8,9,11,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2177	16	4	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,12,13;2,3,6,7,8,9,10,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,5,6,8,9,10,11,12,14,16;2,4,5,6,7,8,9,10,11,12,13,15;2,4,5,6,9,10,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2178	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,12,13,14,15;2,4,5,6,9,10,14,16;2,3,4,8,10,11,12,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,10,11,12,15,16;3,4,6,7,10,11,13,14;3,5,6,8,9,11,12,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2179	16	4	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,8,10,11,12,16;4,7,9,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,7,8,9,10,14,15;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2180	16	4	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,7,8,9,10,14,15;4,7,9,11,12,14,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,14,15;2,3,4,8,10,11,12,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2181	16	4	;4,5,7,8,9,10,11,12,13,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,7,8,9,10,11,12,14,15,16;4,7,9,11,12,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,7,9,11,13,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,12,13,14,15;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2182	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,8,10,11,12,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,4,5,6,9,10,14,16;2,3,4,6,8,9,10,11,12,13,15,16;3,5,6,8,9,11,12,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2183	16	4	;4,7,9,11,12,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,6,7,10,11,13,14;5,8,10,11,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,6,7,9,10,11,12,13,14,15,16;2,3,4,8,10,11,12,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,7,8,9,10,14,15;3,4,5,6,7,8,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2184	16	4	;4,7,9,11,12,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,5,7,9,11,13,16;3,4,6,7,9,10,11,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,12,13,14,15;3,6,9,10,12,13,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,5,6,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2185	16	4	;4,7,9,11,12,14,15,16;4,5,7,8,9,10,11,12,13,14,15,16;2,3,7,8,9,10,14,15;3,6,9,10,12,13,15,16;5,8,10,11,13,14,15,16;2,3,4,8,10,11,12,16;3,4,6,7,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2186	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,7,8,9,10,14,15;2,3,4,8,10,11,12,16;2,3,4,5,8,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,4,6,7,8,9,10,11,13,14,15;4,7,9,11,12,14,15,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2187	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,4,8,10,11,12,16;2,3,4,8,10,11,12,16;2,3,4,8,10,11,12,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,8,10,11,12,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;;2,3,4,8,10,11,12,16;2,3,4,8,10,11,12,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2188	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,8,10,11,12,16;2,3,4,5,12,13,14,15;2,4,5,6,9,10,14,16;2,3,4,5,8,10,11,12,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,7,9,10,11,13,14,16;4,7,9,11,12,14,15,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,5,7,9,11,13,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2189	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,9,10,11,12,14,15,16;2,3,7,8,9,10,14,15;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,5,6,7,8,10,11,12,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,5,6,8,9,11,12,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2190	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,4,5,6,9,10,14,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,7,8,9,11,13,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,5,7,9,11,13,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,11,13,15,16;3,4,6,7,10,11,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2191	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2192	16	4	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,7,8,9,10,14,15;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,4,5,6,9,10,14,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,6,7,8,9,11,13,15,16;3,6,9,10,12,13,15,16;2,3,5,7,9,11,13,16;2,5,6,7,10,11,12,15;3,4,5,6,7,8,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2193	16	4	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15;3,4,5,6,7,8,9,10,12,13,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2194	16	4	;4,7,9,11,12,14,15,16;4,5,7,8,9,10,12,13;2,3,5,7,8,9,10,11,13,14,15,16;3,4,6,7,9,10,11,12,13,14,15,16;5,8,10,11,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,6,7,9,10,11,12,13,14,15,16;2,3,4,5,8,10,11,12,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,11,12,13,15;2,4,5,6,7,8,9,10,12,13,14,16;2,4,5,6,7,8,9,10,11,12,13,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2195	16	4	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,6,7,8,9,11,12,13,14,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,12,13,14,15;2,3,4,5,8,10,11,12,13,14,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,8,10,11,12,16;2,3,5,7,9,11,13,16;4,5,7,8,9,10,12,13;2,3,4,5,6,7,8,9,11,13,15,16;2,3,4,5,6,7,8,10,11,12,15,16;3,4,5,6,7,8,15,16;2,6,7,8,12,13,14,16;2,3,4,5,7,8,9,10,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2196	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,6,7,8,12,13,14,16;2,5,6,7,10,11,12,15;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,4,6,8,9,11,13,15;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,5,6,7,8,9,11,13,15,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,5,7,9,11,13,16;4,5,7,8,9,10,12,13;3,5,6,8,9,11,12,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2197	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,6,7,8,12,13,14,16;2,6,7,8,12,13,14,16;2,6,7,8,12,13,14,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,11,13,14,16;2,6,7,8,12,13,14,16;2,6,7,8,12,13,14,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,7,8,9,10,11,12,13,16;;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2198	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,6,7,8,12,13,14,16;2,5,6,7,8,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,4,5,6,9,10,14,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,7,8,9,10,11,12,13,16;4,5,7,8,9,10,12,13;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2199	16	4	;3,4,5,6,7,8,9,10,12,13,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,13,14,15;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;3,4,5,6,7,8,15,16;2,3,7,8,9,10,14,15;2,4,5,6,9,10,14,16;3,4,5,6,7,8,9,10,12,13,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2200	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,6,7,8,12,13,14,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,5,7,9,11,13,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,11,13,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,6,7,8,9,11,13,15,16;3,5,6,8,9,11,12,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2201	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,7,9,11,13,16;2,6,7,8,12,13,14,16;2,3,4,5,12,13,14,15;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,5,6,7,8,9,10,11,12,14,15;2,3,5,6,7,9,10,11,12,13,15,16;3,4,6,7,10,11,13,14;3,5,6,8,9,11,12,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2202	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2203	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,7,8,9,11,13,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,7,8,9,11,13,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,7,8,9,11,13,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2204	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,8,10,11,12,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,6,7,8,12,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,8,12,13,14,15,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,6,8,9,10,11,12,13,15,16;3,4,6,7,10,11,13,14;3,4,5,6,7,8,9,10,11,12,13,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2205	16	4	;3,4,6,7,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,7,8,9,10,14,15;3,6,9,10,12,13,15,16;2,3,5,7,9,11,13,16;2,3,4,6,8,9,10,11,12,13,15,16;4,7,9,11,12,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,8,10,11,12,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2206	16	4	;3,4,5,6,7,8,9,10,11,12,13,14;2,5,6,7,8,10,11,12,13,14,15,16;2,5,6,7,10,11,12,15;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,7,8,9,10,11,12,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,5,6,7,8,10,11,12,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,4,5,6,7,8,9,10,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,7,8,9,10,14,15;2,3,5,6,7,9,10,11,12,13,15,16;3,4,5,6,7,8,9,10,11,12,13,14;3,5,6,8,9,11,12,14
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2207	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,9,11,13,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,9,11,13,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,7,9,11,13,16;2,3,4,5,6,7,8,12,13,14,15,16;;2,3,4,5,6,7,8,12,13,14,15,16;2,3,5,7,9,11,13,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,5,7,9,11,13,16;2,3,5,7,9,11,13,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2208	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,7,8,9,10,14,15;2,6,7,8,12,13,14,16;2,3,5,7,9,11,13,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;4,7,9,11,12,14,15,16;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,5,6,8,9,11,12,14;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,8,10,11,12,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2209	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,6,7,8,9,11,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,4,6,8,9,11,13,15;2,3,5,7,9,11,13,16;2,3,4,6,8,9,10,11,12,13,15,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;4,7,9,11,12,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,7,8,9,10,14,15;3,4,5,6,7,8,15,16;2,3,4,8,10,11,12,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2210	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,7,8,9,10,14,15;2,3,6,7,8,9,10,12,13,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,10,11,12,14,16;2,3,4,5,6,7,9,10,11,13,14,16;2,3,4,5,6,7,8,12,13,14,15,16;3,4,5,6,7,8,15,16;2,6,7,8,12,13,14,16;2,3,5,7,9,11,13,16;3,5,6,8,9,11,12,14;2,3,4,5,6,7,8,9,11,13,15,16;2,4,5,6,9,10,14,16;2,3,5,6,7,8,9,10,11,12,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2211	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,9,11,13,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,8,9,11,12,13,14,15;2,3,5,6,7,9,10,11,12,13,15,16;2,3,4,6,7,8,10,11,12,13,14,16;3,5,6,8,9,11,12,14;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,3,5,6,7,9,10,11,12,13,15,16;2,6,7,8,12,13,14,16;2,3,4,5,6,8,9,11,12,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2212	16	4	;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,6,7,8,9,10,11,13,14,15;2,3,5,7,8,9,10,11,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,9,10,12,13,14,15,16;2,3,4,5,6,7,8,10,11,12,15,16;3,4,5,6,7,8,9,11,12,14,15,16;2,4,5,6,9,10,14,16;2,3,7,8,9,10,14,15;3,4,5,6,7,8,15,16;2,3,4,5,6,7,8,10,11,12,15,16;2,4,5,6,7,8,9,10,12,13,14,16;2,3,4,6,7,8,9,10,11,13,14,15
16	14	C2 x C2 x C2 x C2	1024	64	2825	2825	2213	16	4	;3,4,6,7,9,10,11,12,13,14,15,16;2,4,5,6,7,9,10,11,12,14,15,16;2,3,5,7,8,9,10,11,13,14,15,16;3,4,6,7,10,11,13,14;2,3,5,7,9,11,13,16;2,3,4,5,6,8,9,10,11,12,14,16;4,7,9,11,12,14,15,16;2,3,4,6,7,8,10,11,12,13,14,16;2,3,4,5,7,9,11,12,13,14,15,16;2,3,4,5,6,7,8,9,10,14,15,16;2,3,7,8,9,10,14,15;2,4,5,6,9,10,14,16;2,3,4,5,7,8,9,10,11,12,13,16;2,3,4,8,10,11,12,16;2,3,4,6,7,8,9,10,11,13,14,15
